석식메뉴,샐러드류,양념 및 장류,나물류,소스류,두류,찜류,곡류,죽류,국탕류,볶음류,유제품류,김치류,밥류,묵류,만두류,견과류,비빔밥볶음밥류,음료류,회류,부침류,덥밥국밥류,빵과자류,채소류,면류,육류,난류,어패류,디저트류,무침류,찌개류,해조류,과일류,전류,조림류,튀김류,장아찌류,구이류,스프류,덮밥국밥류,떡류
"['과일', '야채스틱', '해물전', '오징어젓무침', '석박지', '쌀밥', '설렁탕', '잡곡밥']",0,0,0,0,0,0,2,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,2,0,1,0,2,0,1,0,0,2,1,0,0,0,0,0,0,0
"['오징어볶음', '소면', '모듬묵', '쌀밥', '계란찜', '장', '포기김치', '부대찌개', '잡곡밥']",0,1,0,1,0,1,3,0,0,1,0,2,2,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"['고기전', '땅콩조림', '닭개장', '쌀밥', '주꾸미볶음', '포기김치', '잡곡밥']",0,0,0,0,1,0,2,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0
"['토마토스파게티', '수제오이피클', '감자튀김', '요구르트', '굴소스볶음밥', '크림스프', '포기김치', '마늘빵']",0,1,0,0,0,0,3,0,0,0,2,2,0,0,0,0,1,0,0,0,0,1,3,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"['군고구마', '빠에야', '쌀국수', '포기김치', '양배추샐러드', '새우또띠아']",1,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0
"['매운버섯국', '굴비구이', '배추겉절이', '쌀밥', '버섯잡채', '아삭고추무침', '잡곡밥']",0,0,0,0,0,0,2,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
"['무생채', '쌀밥', '소고기무국', '마파두부', '포기김치', '잡곡밥', '고등어구이']",0,0,0,0,1,0,2,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0
[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['맑은국', '오복지무침', '생선까스', '카레라이스', '탈탈소스', '포기김치', '멕시칸샐러드', '(쌀:국내산,돈육:국내']",1,2,0,1,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,3,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
"['수제비국', '세발나물', '돈육장조림', '쌀밥', '포기김치', '실곤약초무침', '잡곡밥']",0,0,1,0,0,0,3,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"['해물누룽지탕', '쌀밥', '모듬소시지구이', '열무된장국', '포기김치', '미역레몬초무침', '잡곡밥']",0,0,0,0,0,0,2,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
"['참치주먹밥', '칠리소스', '고구마샐러드', '우동', '새우까스', '포기김치', '단무지무침']",1,1,0,1,0,0,2,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,2,1,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0
"['애호박나물', '쌀밥', '소고기무국', '계란찜', '주꾸미볶음', '포기김치', '잡곡밥']",0,0,1,0,0,1,2,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"['양송이스프', '작은밥', '수제피클', '모닝빵', '옛날돈가스', '포기김치', '양배추샐러드']",1,0,0,0,0,0,3,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"['청국장찌개', '청경채겉절이', '김치전', '쌀밥', '포기김치', '잡곡밥', '소고기장조림']",0,1,0,0,0,0,2,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
"['돈육김치찌개', '유채나물', '배추겉절이', '쌀밥', '계란찜', '소고기숙주볶음', '잡곡밥']",0,0,1,0,0,1,2,0,0,1,0,3,2,0,0,0,0,0,0,0,0,0,2,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"['유부초밥', '귤', '떡볶이', '쌀국수', '포기김치', '군만두', '음료']",0,1,0,0,1,0,2,0,0,0,0,2,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1
"['돈육고추장볶음', '잡채', '파채*소스', '쌀밥', '포기김치', '시금치국', '잡곡밥', '쌈무']",0,0,0,0,0,0,3,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"['쫄면야채무침', '바나나', '팽이장국', '쇠고기볶음밥', '포기김치', '탕수육']",0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0
"['미니떡갈비조림', '참나물겉절이', '매생이전', '쌀밥', '포기김치', '잡곡밥', '짬뽕국']",0,0,0,0,0,0,2,0,1,0,0,3,2,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0
"['옥수수전', '만두국', '쌀밥', '물파래무침', '배추겉절이', '잡곡밥', '간장불고기']",0,0,0,0,0,0,3,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
"['무피클', '해물칼국수', '스팸주먹밥', '포기김치', '감자만두', '딸기드레싱샐러드']",1,0,0,0,0,0,2,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"['얼갈이나물', '쌀밥', '셀프무쌈말이', '주꾸미삼겹살볶음', '포기김치', '된장찌개', '잡곡밥']",0,1,0,0,0,0,2,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0
"['고추,양파', '쌈장', '부추생채', '석박지', '쌀밥', '뼈감자탕', '해물파전', '귤', '잡곡밥']",0,1,0,1,0,0,2,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,3,0,1,0,1,0,1,0,0,2,1,0,0,0,0,0,0,0
"['오므라이스', '미소장국', '감자튀김', '깐풍육', '석박지', '단무지무침']",0,1,0,0,0,0,1,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0
['자기개발의날'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['수제고로케', '우동', '포기김치', '락교', '콘샐러드', '참치회덮밥']",1,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,3,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"['양념깻잎지', '돈육장조림', '쌀밥', '매운콩나물국', '맛살전', '포기김치', '잡곡밥']",0,0,0,0,0,0,2,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0
"['양념장', '연두부', '쌀밥', '시래기국', '물파래무침', '포기김치', '유린기', '잡곡밥']",0,1,0,1,1,1,2,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"['무피클', '매쉬드포테이토', '포기김치', '해물까스', '멸치주먹밥', '잔치국수']",0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,2,1,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0
"['오징어볶음', '닭곰탕', '가지나물', '배추겉절이', '쌀밥', '잡곡밥', '오꼬노미야끼계란말이']",0,0,1,0,0,0,2,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"['맑은국', '쫄면야채무침', '야채튀김', '포기김치', '단무지무침', '카레덮밥']",0,1,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0
"['시래기조림', '쌀밥', '포기김치', '제육볶음', '콩나물국', '잡곡밥', '동그랑땡전']",0,0,0,0,0,0,2,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
"['시금치프리타타', '청경채겉절이', '쌀밥', '고추잡채&꽃빵', '포기김치', '들깨버섯탕', '잡곡밥']",0,0,0,0,0,0,2,0,1,0,0,3,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"['계란파국', '꽃맛살샐러드', '오이사과무침', '짜장잡채덮밥', '참치야채전', '포기김치']",1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0
"['칠리소스', '시금치나물', '쌀밥', '포기김치', '류산슬', '육개장', '연근튀김', '잡곡밥']",0,1,1,1,0,0,2,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"['과일', '야채스틱', '오징어젓무침', '석박지', '쌀밥', '설렁탕', '부추전', '잡곡밥']",0,0,0,0,0,0,2,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,3,0,1,0,1,0,1,0,0,2,1,0,0,0,0,0,0,0
"['수제돈가스&소스', '쌀밥', '김치찌개', '맛살냉채', '열무김치', '애호박새우젓볶음', '잡곡밥']",1,0,0,0,0,0,2,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"['대구탕', '취나물', '안동찜닭', '해물김치전', '깍두기', '쌀밥', '잡곡밥']",0,0,1,0,0,1,2,0,1,0,0,3,2,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0
"['우동', '수제피클', '계란떡볶이', '통새우김밥', '포기김치', '키위드레싱샐러드']",1,1,0,0,0,0,3,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"['해물누룽지탕', '양배추쌈', '순두부찌개', '쌈장', '배추겉절이', '쌀밥', '닭가슴살냉채', '잡곡밥']",1,1,0,1,1,0,2,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"['맑은국', '오복지무침', '와사비소스', '새우까스', '포기김치', '파인애플볶음밥', '메추리알조림']",0,1,0,1,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,2,0,0,1,1,0,1,0,0,1,0,1,1,0,0,0,0,0
"['닭개장', '부추겉절이', '쌀밥', '포기김치', '두부스테이크', '잡곡밥', '고등어구이']",0,0,0,0,1,0,2,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0
"['비엔나케찹볶음', '쌀밥', '소고기무국', '셀프무쌈말이', '포기김치', '가자미카레튀김', '잡곡밥']",0,0,0,0,0,0,2,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
"['무피클', '야채볶음밥', '소고기퀘사디아', '포기김치', '김치말이국수', '멕시칸샐러드']",1,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
['자기개발의날'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['사천식탕수육', '작은밥', '짜장면', '계란국', '포기김치', '단무지', '개성감자만두']",0,1,0,0,0,0,2,0,1,0,0,3,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"['청경채생채', '돼지갈비찜', '옥수수전', '쌀밥', '포기김치', '콩나물국', '잡곡밥']",0,0,1,0,0,1,3,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"['봄동쌈', '삼겹살구이', '어묵볶음', '쌀밥', '쑥된장국', '포기김치', '잡곡밥']",0,0,1,0,0,0,2,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"['로제스파게티', '김치볶음밥', '포기김치', '오이무피클', '유부장국', '콥샐러드']",1,0,0,0,1,0,2,0,1,0,0,3,0,0,0,0,1,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['해물된장찌개', '시금치프리타타', '쌀밥', '포기김치', '미니채소떡갈비', '잡곡밥', '취나물된장볶음']",0,0,0,0,0,0,2,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0
"['시금치샐러드', '야채튀김', '칼국수', '유부초밥', '포기김치', '순대야채볶음']",1,0,0,0,1,0,1,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"['두부조림', '나가사키짬뽕국', '모듬버섯탕수육', '쌀밥', '생파김치', '포기김치', '잡곡밥']",0,0,0,0,1,0,2,0,1,0,0,4,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
"['동파육', '콩나물파채무침', '쌀밥', '콩가루배추국', '포기김치', '잡곡밥', '두부새싹구이']",0,0,0,0,1,0,2,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
"['짜샤이볶음', '계란파국', '멘보샤', '유산슬덮밥', '포기김치', '미나리나물무침', '칠리S']",0,1,0,1,0,0,1,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0
"['쫄면비빔만두', '키위그린샐러드', '등갈비오븐구이', '쌀밥', '포기김치', '부대찌개', '잡곡밥']",1,0,0,0,0,0,2,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,1,0,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"['메추리알치즈떡볶이', '건파래볶음', '물만두국', '우렁양념장', '포기김치', '얼갈이나물된장무침', '버섯영양밥']",0,1,0,1,0,0,0,0,1,1,0,2,1,0,0,0,0,0,0,0,0,0,2,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1
"['청국장찌개', '오이쑥갓겉절이', '쌀밥', '닭불고기', '포기김치', '해물동그랑땡전', '잡곡밥']",0,1,0,0,0,0,2,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
"['묵은지닭찜', '무생채', '쌀밥', '열무된장국', '포기김치', '수수부꾸미', '잡곡밥']",0,0,0,0,0,1,2,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"['해물손수제비', '미트볼피망볶음', '낙지젓무침', '쌀밥', '달래오이생채', '포기김치']",0,0,0,0,0,0,1,0,1,1,0,2,1,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0
"['돈육김치찌개', '간장계란장', '깍두기', '쌀밥', '참나물들깨무침', '코다리강정', '잡곡밥']",0,0,0,1,0,0,2,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0
"['옛날돈까스', '팽이장국', '수제피클', '쌀밥', '오렌지', '콘치즈구이', '포기김치']",0,0,0,0,0,0,2,0,1,0,1,2,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0
"['건새우아욱국', '쌀밥', '부추팽이겉절이', '포기김치', '치즈함박스테이크', '(돈육:국내,수입,', '잡곡밥', '고등어구이', '쇠고기:국산,호주)']",0,0,0,0,0,0,2,0,1,0,0,3,2,0,0,0,0,0,0,0,0,0,1,0,2,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0
"['닭개장', '파김치', '쌀밥', '한식잡채', '데리야끼', '삼치튀김', '포기김치', '잡곡밥']",0,0,0,1,0,0,2,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,1,1,3,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
"['과일플레인샐러드', '오므라이스', '가쯔오장국', '포기김치', '단무지무침', '돈육고구마강정']",1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,2,0,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0
"['생야채', '쌈짱', '장각닭죽', '오렌지', '포기김치', '하루야채주스', '찹쌀밥']",0,1,0,1,0,0,1,1,0,0,0,2,1,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
"['무피클', '꽃맛살샐러드', '우동', '와사비소스', '요구르트', '포기김치', '해물까스', '멸치주먹밥']",1,1,0,1,0,0,1,0,0,0,2,2,0,0,0,0,1,0,0,0,0,0,3,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0
"['꽁치감자조림', '봄동겉절이', '언양식불고기', '쌀밥', '포기김치', '시금치국', '잡곡밥']",0,0,0,0,0,0,2,0,1,0,0,3,2,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
"['더덕고추장불고기', '두부카프레제샐러드', '무채국', '배추겉절이', '쌀밥', '청포묵무침', '잡곡밥']",1,0,0,0,0,0,2,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"['충무김밥', '베리베리퐁당요플레', '오징어어묵무침', '석박지', '단무지', '메밀국수']",0,0,0,0,0,0,2,0,0,0,2,4,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
"['쇠고기샤브국', '통마늘너비아니조림', '브로컬리', '쌀밥', '초장', '포기김치', '녹두빈대떡', '잡곡밥']",0,1,0,1,0,0,2,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"['마늘베이컨볶음밥', '사과양상추샐러드', '바게뜨', '크림스프', '포기김치', '비프스파게티']",1,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"['참치김치찌개', '소고기메추리알장조림', '무채유자무침', '배추겉절이', '쌀밥', '맛살냉채', '잡곡밥']",1,0,0,0,0,0,2,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,1,0,1,1,2,0,1,1,0,1,0,1,0,0,0,0,0,0
"['도토리묵무침', '쌀밥', '배추된장국', '포기김치', '잡곡밥', '김치미나리전', '칠리미트볼조림']",0,0,0,0,0,0,2,0,1,0,0,3,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
"['고구마떡볶이', '참치마요덮밥', '어묵국', '자몽샐러드', '포기김치', '단무지무침']",1,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,1
"['부대찌개&쫄면사리', '꽁치한마리구이', '쌀밥', '감자전', '포기김치', '청경채김치', '잡곡밥']",0,0,0,0,0,0,3,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
"['무피클', '스팸볶음밥', '옥수수볼맛탕', '가쓰오장국', '삼겹살야채비빔면', '포기김치']",0,1,0,0,0,0,1,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"['멸치견과류볶음', '그린빈베이컨볶음', '매운돼지갈비찜', '쌀밥', '포기김치', '된장찌개', '잡곡밥']",0,1,0,0,0,1,3,0,0,1,0,2,2,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"['오이무침', '순두부찌개', '돈육두릅장조림', '쌀밥', '맛살전', '포기김치', '잡곡밥']",0,0,0,0,1,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0
"['맑은국', '고추짜장', '작은밥', '칠리베이비크랩', '백종원의', '시금치흑임자샐러드', '포기김치', '단무지']",1,1,0,0,0,0,1,0,1,0,0,3,1,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
"['수제오이피클', '불고기필라프', '미소장국', '그린요거트샐러드', '닭봉오븐구이', '포기김치']",1,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"['뼈없는감자탕', '쌈장', '쌀밥', '야채부케', '포기김치', '오징어젓갈무침', '달래새우전', '잡곡밥']",1,1,0,1,0,0,2,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0
"['돈육김치찌개', '고등어카레구이', '쌀밥', '마파두부', '포기김치', '잡곡밥', '콩나물파채무침']",0,0,0,0,1,0,2,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0
"['오이소박이', '두부미소된장국', '쌀밥', '무쌈깻잎', '오리훈제마늘볶음', '코다리강정', '포기김치', '잡곡밥']",0,0,0,0,1,0,2,0,1,1,0,3,2,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
"['오삼불고기', '쪽파김무침', '스팸,깻잎전', '쌀밥', '포기김치', '잡곡밥', '굴미역국']",0,0,0,0,0,0,2,0,1,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0
"['청포묵야채무침', '쌀밥', '함박스테이크', '삼치데리야끼', '포기김치', '조갯살아욱국', '잡곡밥']",0,0,0,0,0,0,2,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,1,0,0,0,0,0,0,0,2,0,0,0
"['꼬치어묵떡볶이', '라면', '짜사이채무침', '쌀밥', '포기김치', '나가사끼짬뽕국', '순대야채볶음', '잡곡밥']",0,0,0,0,0,0,4,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,2,1,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1
"['(지단.김가루)', '감자만두국', '(삼겹에김치를말아서)', '꽃삼겹김치찜', '꿔바로우탕수육', '깍두기', '해파리냉채', '쌀밥', '토마토설탕절인', '소스', '잡곡밥']",0,1,0,1,0,1,3,0,1,0,0,3,2,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,1,0,3,1,0,0,1,0,0,0,0,0
"['매운돈갈비찜', '두부', '유채나물된장무침', '무생채', '쌀밥', '김치볶음', '(대추,표고,밤)', '황태미역국']",0,0,0,0,1,2,2,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0
"['(2', '배추김치', '로제찜닭', '계란장조림', '쌀밥', '홍합무우국', '연근흑임자샐러드', '1컷팅해서-고명)', '잡곡밥', '마늘빵', '숙주미나리무침']",1,0,0,0,1,1,3,0,1,0,0,2,2,0,0,0,0,0,0,0,0,1,2,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
"['돈채호박볶음', '짠지오이무침', '다슬기아욱국', '요구르트', '쌀밥', '갈릭파닭', '포기김치', '잡곡밥']",0,0,0,0,0,0,2,0,1,1,2,2,2,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
"['땡초주먹밥', '쫑상추새콤무침', '치킨텐더', '포기김치', '망고주스', '근대두부된장국', '루꼴라샐러드']",1,0,0,0,1,0,0,0,1,1,0,2,0,0,0,0,1,1,0,0,0,0,3,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"['섬초무침', '수제어묵볶음', '배추겉절이', '쌀밥', '고추가루:중국산)', '조기구이', '우삼겹부대찌개', '잡곡밥']",0,0,0,0,0,0,2,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,1,1,0,0,0,0,0,1,0,0,0
"['새우로제파스타', '계란후라이', '요구르트', '김치볶음밥', '포기김치', '취나물무침', '유부된장국']",0,0,0,0,1,0,1,0,1,0,2,3,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
"['부채살오므라이스', '파인애플주스', '가쓰오장국', '닭윙강정튀김', '포기김치', '새우미역초무침']",0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0
"['안동찜닭', '도시락김', '쌀밥', '전주식콩나물국', '포기김치', '가자미구이', '잡곡밥', '브로컬리초회']",0,0,0,0,0,1,2,0,1,0,0,2,2,0,0,0,0,0,1,0,0,0,2,0,1,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0
"['얼큰동태탕', '물만두탕수', '쌀밥', '닭가슴살장조림', '포기김치', '소스', '잡곡밥', '오이선']",0,1,1,1,0,0,2,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
"['참나물무침', '칼국수', '어묵잡채볶음', '배추겉절이', '쌀밥', '춘장돈육볶음', '고추가루:중국산)', '삼선짬뽕국', '잡곡밥']",0,0,0,0,0,0,3,0,1,2,0,2,2,0,0,0,0,0,0,0,0,0,2,1,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0
"['계란파국', '부추팽이무침', '쌀밥', '매운등뼈조림', '포기김치', '잡곡밥', '동그랑땡전']",0,0,0,0,0,0,2,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0
"['사과오이생채', '아욱국', '쌀밥', '깐풍기', '깻잎전', '포기김치', '잡곡밥']",1,0,0,0,0,0,2,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
"['꽃맛살샐러드', '계란김밥', '깍두기', '고구마맛탕', '배', '모듬어묵탕', '음료']",1,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0
