index,메뉴,분류,재료1,재료2
4396,매운어묵국,국탕류,어패류,
4397,양배추비트피클,채소류,채소류,
4398,깻잎쌈,채소류,채소류,
4402,이색묵(올방개,묵류,채소류,
4403,가래떡오븐구이,구이류,곡류,
4404,갈치무조림,조림류,어패류,
4405,우렁된장찌개,찌개류,어패류,양념 및 장류
4406,인절미츄러스맛탕,조림류,곡류,
4407,배즙,음료류,과일류,
4408,비빔칼국수,면류,양념 및 장류,
4409,미역무침,무침류,해조류,
4410,푸딩,디저트,과일류,
4411,오렌지케익빵,빵과자류,과일류,
4412,낙지미나리볶음,볶음류,어패류,
4413,김치말이국수,면류,김치류,
4414,부추호박전,전류,채소류,
4415,고등어김치말이찜,찜류,어패류,
4416,파프리카계란말이,구이류,난류,채소류
4417,김치참치주먹밥,비빔밥볶음밥류,어패류,김치류
4418,병아리*렌틸콩샐러드,샐러드류,채소류,곡류
4419,골뱅이야채무침,무침류,어패류,채소류
4420,두릅새송이초무침,무침류,채소류,
4421,양념김,해조류,해조류,
4422,풋마늘대무침,무침류,채소류,
4423,꽃맛살햄볶음,볶음류,어패류,
4424,수제오이피클,채소류,채소류,
4425,또띠아견과칩,빵과자류,곡류,
4426,짬뽕수제비국,국탕류,어패류,곡류
4427,비빔메밀면,면류,양념 및 장류,
4428,땅콩D,소스류,곡류,
4429,유부초밥,비빔밥볶음밥류,두류,
4430,감자수제비국,국탕류,곡류,
4431,옥수수콘치즈구이,구이류,곡류,유제품류
4432,블루베리프렌치토스트,빵과자류,과일류,곡류
4433,애플샌드,빵과자류,과일류,곡류
4434,모닝사라다빵,빵과자류,곡류,채소류
4435,찰보리밥,밥류,곡류,
4436,야채튀김,튀김류,채소류,
4437,삼겹살더덕고추장구이,구이류,육류,
4438,생크림단팥빵,빵과자류,곡류,유제품류
4439,양념두부조림,조림류,두류,
4440,열무보리비빔밥,비빔밥볶음밥류,채소류,곡류
4441,시리얼과일샐러드,샐러드류,채소류,
4442,(NEW)가지탕수,튀김류,채소류,
4443,파프리카감자채볶음,볶음류,곡류,채소류
4444,지중해샐러드,샐러드류,채소류,
4445,목살데리야끼구이,구이류,육류,
4446,녹두전,전류,곡류,
4447,수제핫도그,빵과자류,육류,
4448,춘장돈육볶음,볶음류,육류,
4449,두부카프레제,샐러드류,두류,
4450,찰현미밥),밥류,곡류,
4451,마늘바게뜨,빵과자류,곡류,
4452,짜장밥,밥류,양념 및 장류,
4453,바지락죽,죽류,어패류,
4454,옥수수전,전류,곡류,
4455,섭산적데리야끼조림,조림류,육류,
4456,흑임자연근샐러드,샐러드류,채소류,
4457,치커리유자청생채,무침류,채소류,
4458,카레돈까스정식,튀김류,육류,
4459,해물칼국수,면류,어패류,
4460,미니햄버거,빵과자류,육류,
4461,돈육청경채볶음,볶음류,육류,
4462,비트무피클,무침류,채소류,
4463,알감자조림,조림류,곡류,
4464,버섯볶음,볶음류,채소류,
4465,비엔나케찹조림,조림류,육류,
4466,김치찐만두,만두류,육류,
4467,유부우동,면류,두류,
4468,꽁치캔김치조림,조림류,어패류,
4469,짜장면,면류,양념 및 장류,
4470,타르타르D,소스류,양념 및 장류,
4471,파래무침,무침류,해조류,
4472,시래기조림,조림류,채소류,
4473,매운소고기낙지볶음,볶음류,육류,
4474,진미채무침,무침류,어패류,
4475,연근조림,조림류,채소류,
4476,실곤약초무침,무침류,채소류,
4477,물미역,해조류,해조류,
4478,할라피뇨채소피클,채소류,채소류,
4479,물만두국,국탕류,육류,
4480,해파리냉채,회류,해조류,
4481,떡꼬지,떡류,곡류,
4482,야채샌드,빵과자류,채소류,
4483,핫케익,빵과자류,곡류,
4484,닭갈비볶음밥,비빔밥볶음밥류,육류,
4485,낙지죽,죽류,어패류,
4486,아삭고추된장무침,무침류,채소류,
4487,주꾸미삼겹살볶음,볶음류,육류,어패류
4488,낙지볶음덮밥,덮밥국밥류,어패류,
4489,오징어&브로컬리,회류,어패류,
4490,오이쑥갓생채,무침류,채소류,
4491,순남시래기국,국탕류,채소류,
4492,배추깻잎,나물류,채소류,
4493,날치알볶음밥,비빔밥볶음밥류,어패류,
4494,후르츠팬케익,빵과자류,과일류,곡류
4495,주꾸미세비체샐러드,샐러드류,채소류,
4496,삼치양념찜,찜류,어패류,
4497,팽이버섯부추무침,무침류,채소류,
4498,수제맛쵸킹탕수육,튀김류,육류,
4499,개성감자만두,만두류,곡류,
4500,호떡맥모닝,빵과자류,곡류,
4501,코코넛새우튀김,튀김류,어패류,
4502,토스트,빵과자류,곡류,
4503,세발나물생채,무침류,채소류,
4504,프렌치토스트,빵과자류,곡류,
4505,춘권,튀김류,육류,
4506,춘권,튀김류,육류,채소류
4509,해물가스,튀김류,어패류,
4510,동태포전,전류,어패류,
4511,연두부탕,국탕류,두류,
4512,탕수어,튀김류,어패류,
4513,새알미역국,국탕류,해조류,
4514,돈사태찜,찜류,육류,
4515,칠리미트볼조림,조림류,육류,
4516,배,과일류,과일류,
4517,살구D,소스류,과일류,
4521,애호박새우젓나물,나물류,어패류,
4522,블랙페퍼쉬림프,조림류,어패류,
4523,김치녹두전,전류,김치류,곡류
4524,크로와상,빵과자류,곡류,
4525,블루베리크림치즈베이글,빵과자류,과일류,유제품류
4526,홍어미나리초무침,무침류,어패류,채소류
4527,참치덮밥,덮밥국밥류,어패류,
4528,비빔야채만두,만두류,채소류,
4529,바게뜨,빵과자류,곡류,
4530,숙주나물,나물류,채소류,
4531,크루통크림스프,스프류,곡류,
4532,진미채오이무침,무침류,채소류,
4533,순두부국,국탕류,두류,
4534,깻잎순무침,무침류,채소류,
4535,장어고추장양념구이,구이류,어패류,
4536,올챙이만두국,국탕류,육류,
4537,우거지된장국,국탕류,채소류,
4538,칠리새우,튀김류,어패류,
4539,섭산적표고굴소스볶음,볶음류,채소류,
4540,모듬어묵탕,국탕류,어패류,
4541,무채와사비무침,무침류,채소류,
4542,우묵콩국,국탕류,채소류,
4543,단호박찐빵,빵과자류,채소류,곡류
4544,냉족발야채무침,무침류,육류,
4545,우육비빔냉면,면류,육류,
4546,수제칠리핫도그,빵과자류,육류,
4547,수제보쌈김치,김치류,육류,
4548,육전,전류,육류,
4549,오이나물볶음,볶음류,채소류,
4550,통도라지구이,구이류,채소류,
4551,땅콩죽,죽류,곡류,
4552,오꼬노미야끼계란말이,구이류,난류,
4553,삼치무조림,조림류,어패류,
4554,김치도토리묵무침,무침류,채소류,김치류
4555,양상추,채소류,채소류,
4556,흑임자샐러드,샐러드류,채소류,
4557,해물전,전류,어패류,
4558,주꾸미떡볶음,볶음류,어패류,
4559,매운감자국,국탕류,곡류,
4560,굴김치두부국,국탕류,어패류,김치류
4561,쨔샤이무침,무침류,채소류,
4562,파채상추무침,무침류,채소류,
4563,갓김치,김치류,김치류,
4564,병아리콩밥,밥류,곡류,
4565,맑은만두국,국탕류,육류,
4566,제첩두부국,국탕류,어패류,두류
4567,두부커틀렛,튀김류,두류,
4568,칠리,소스류,양념 및 장류,
4569,꼬치어묵매운탕,국탕류,어패류,
4570,봄동된장국,국탕류,채소류,
4571,꽃맛살과일샐러드,샐러드류,채소류,
4572,닭볶음탕,국탕류,육류,
4573,대만식연유샌드위치,빵과자류,곡류,
4574,상추치커리무침,무침류,채소류,
4575,마파두부덮밥,덮밥국밥류,두류,양념 및 장류
4576,발사믹소스,소스류,양념 및 장류,
4577,타코야끼,빵과자류,어패류,
4578,코다리양념조림,조림류,어패류,
4579,미니새송이볶음,볶음류,채소류,
4580,치커리오이무침,무침류,채소류,
4581,삼선짬뽕국,국탕류,어패류,
4582,도넛츠,빵과자류,곡류,
4583,에그샌드,빵과자류,난류,
4584,배도라지주스,음료류,과일류,
4585,애호박나물,나물류,채소류,
4586,완두콩밥,밥류,두류,
4587,낙지볶음,볶음류,어패류,
4591,소면,면류,곡류,
4592,갈릭버섯탕수,튀김류,채소류,
4593,키위그린샐러드,샐러드류,채소류,
4594,김잔파무침,무침류,채소류,
4595,쌈채소,채소류,채소류,
4596,미니야채떡갈비,구이류,육류,
4597,검정콩조림,조림류,두류,
4598,단무지,김치류,채소류,
4599,메론빵,빵과자류,과일류,
4600,부추생채무침,무침류,채소류,
4601,더덕무침,무침류,채소류,
4602,소고기숙주나물볶음,볶음류,육류,채소류
4603,스팸주먹밥,비빔밥볶음밥류,육류,곡류
4604,오이무침,무침류,채소류,
4605,진미채볶음,볶음류,어패류,
4606,치킨샐러드,샐러드류,채소류,
4607,풋마늘초무침,무침류,채소류,
4608,무비트생채(초절이),무침류,채소류,
4609,들깨버섯탕,국탕류,채소류,
4610,파채콩나물무침,무침류,채소류,
4611,소시지오븐구이,구이류,육류,
4612,브로컬리초장,소스류,채소류,양념 및 장류
4613,청국장찌개,찌개류,양념 및 장류,
4614,얼갈이된장국,국탕류,채소류,
4615,명엽채고추장볶음,볶음류,채소류,
4616,미니버거,빵과자류,육류,
4617,훈제오리(마늘만),구이류,육류,
4618,쑥갓나물,나물류,채소류,
4619,(New)수제사과계피차,음료류,과일류,
4620,돈사태떡찜,찜류,육류,곡류
4621,멸치호두볶음,볶음류,어패류,곡류
4622,버섯굴죽,죽류,채소류,어패류
4623,바지락살무국,국탕류,어패류,
4624,호박채나물볶음,볶음류,채소류,
4625,아욱수제비국,국탕류,곡류,
4626,짜요짜요,유제품류,유제품류,
4627,왕갈비탕,국탕류,육류,
4628,단호박물김치,김치류,김치류,
4629,짜글이돼지찌개,찌개류,육류,
4630,어묵탕,국탕류,어패류,
4631,훈제오리마늘볶음,볶음류,육류,
4632,비엔나감자조림,조림류,육류,
4633,땅콩샌드,빵과자류,곡류,
4634,홍합살무국,국탕류,어패류,
4635,(New)수제생강대추차,음료류,과일류,
4636,씨리얼과일샐러드,샐러드류,채소류,
4637,코다리강정,튀김류,어패류,
4638,호박된장국,국탕류,채소류,
4639,스위트칠리미트볼,튀김류,육류,
4640,상추부추생채,무침류,채소류,
4641,밀감D,소스류,과일류,
4642,삼겹살김치찜,찜류,육류,
4643,순대들깨볶음,볶음류,육류,
4644,(New)봉골레파스타,면류,어패류,
4645,베이컨계란말이,구이류,육류,난류
4646,소고기장조림,조림류,육류,
4647,"고추,양파",채소류,채소류,
4648,닭살카레라이스,비빔밥볶음밥류,육류,
4649,민물새우찌깨,찌개류,어패류,
4650,마파두부,덮밥국밥류,두류,
4651,열무김치,김치류,김치류,
4652,한방소갈비찜,찜류,육류,
4653,숯불양념꼬치어묵,구이류,어패류,
4654,두반장가지나물,나물류,채소류,양념 및 장류
4655,멸치볶음,볶음류,어패류,
4656,모카카스테라,빵과자류,곡류,
4657,아삭고추쌈장무침,무침류,채소류,
4658,문어오이미역초무침,무침류,해조류,
4659,가지마파두부,볶음류,두류,채소류
4660,동태알탕,국탕류,어패류,
4661,돌나물,나물류,채소류,
4662,어묵고추장무침,무침류,어패류,
4663,우엉잡채,볶음류,채소류,
4664,무채나물,나물류,채소류,
4665,팽이장국,국탕류,채소류,
4666,시금치초생채,무침류,채소류,
4667,모듬소시지구이,구이류,육류,
4668,춘권튀김,튀김류,육류,
4672,두릅소고기샐러드,샐러드류,채소류,
4673,포기김치,김치류,김치류,
4674,오이미역냉국,국탕류,해조류,
4675,볶은김치,김치류,김치류,
4676,가지찜,찜류,채소류,
4677,청양부추전,전류,채소류,
4678,고기전,전류,육류,
4679,(New)미니에그슬럿버거,빵과자류,육류,
4680,곤약메추리알조림,조림류,난류,
4681,레몬탕수육,튀김류,육류,
4682,가자미양념찜,찜류,어패류,
4683,장아찌,장아찌류,김치류,
4684,매운떡볶이,떡류,곡류,양념 및 장류
4688,참치죽,죽류,어패류,
4689,불고기비빔밥,비빔밥볶음밥류,육류,
4690,매생이떡국,국탕류,해조류,
4691,오곡죽,죽류,곡류,
4692,고추잡채덮밥,덮밥국밥류,채소류,육류
4693,순대찜,찜류,육류,
4697,비빔만두채소무침,무침류,육류,채소류
4698,호박잎된장국,국탕류,채소류,
4699,수수부꾸미,떡류,채소류,
4700,찹쌀순대볶음,볶음류,육류,
4701,바나나샌드,빵과자류,과일류,
4702,새송이*가지구이,구이류,채소류,
4703,오징어젓갈무침,무침류,어패류,
4704,명엽체고추장볶음,볶음류,채소류,
4705,사과샌드위치,빵과자류,과일류,
4706,김치죽,죽류,곡류,김치류
4707,연유꽃빵튀김,튀김류,곡류,유제품류
4708,비트무절임,무침류,채소류,
4709,메론롤케익,빵과자류,과일류,
4710,유자D,소스류,과일류,
4711,토란탕,국탕류,채소류,
4712,알타리김치,김치류,김치류,
4713,버섯잡채,볶음류,채소류,
4714,탕수육,튀김류,육류,
4715,모닝빵,빵과자류,곡류,
4716,소고기모듬장조림,조림류,육류,
4717,리코타치즈샐러드,샐러드류,채소류,
4718,미소된장국,국탕류,양념 및 장류,
4719,만두,만두류,육류,
4720,우엉채조림,조림류,채소류,
4721,도라지나물볶음,볶음류,채소류,
4722,마샐러드,샐러드류,채소류,
4723,모둠채소무침,무침류,채소류,
4724,카레닭찜,찜류,육류,
4725,짬뽕불고기,구이류,육류,
4726,햄치즈또띠아,빵과자류,육류,
4727,참치샌드,빵과자류,어패류,
4728,사골우거지탕,국탕류,육류,
4729,감자채카레볶음,볶음류,채소류,
4730,감자샐러드,샐러드류,채소류,
4731,타래과,디저트,과일류,
4732,단배추나물,무침류,채소류,
4733,머위대나물,나물류,채소류,
4734,호박채볶음,볶음류,채소류,
4735,홍게살죽,죽류,어패류,
4736,해파리겨자채,회류,어패류,
4737,단호박조림,조림류,채소류,
4738,나가사키면,면류,어패류,
4739,햄치즈샌드위치,빵과자류,육류,
4740,너비아니,구이류,육류,
4741,치즈시즈닝치킨,튀김류,육류,
4742,단호박달걀찜,찜류,난류,채소류
4743,아귀채무침,무침류,어패류,
4744,명이절임,무침류,채소류,
4745,계란후라이,구이류,난류,
4749,마카로니치즈범벅,스프류,곡류,
4750,수제과일잼샌드,빵과자류,과일류,
4751,꽃맛살볶음,볶음류,어패류,
4752,짜장잡채덮밥,덮밥국밥류,육류,채소류
4753,간장계란장,소스류,난류,
4754,보쌈,찜류,육류,
4755,자몽샐러드,샐러드류,채소류,
4756,치킨퀘사디야,빵과자류,육류,
4757,메추리알풋고추조림,조림류,난류,
4758,양념파닭,튀김류,육류,
4759,대만샌드위치,빵과자류,곡류,
4760,오징어순대볶음,볶음류,어패류,육류
4761,춘천닭갈비,구이류,육류,
4762,멸치아몬드볶음,볶음류,어패류,
4763,부추고추전,전류,채소류,
4764,상추초무침,무침류,채소류,
4765,물미역초무침,무침류,해조류,
4766,쇠고기장조림,조림류,육류,
4767,브로콜리맛살볶음,볶음류,어패류,
4768,두부새싹구이,구이류,두류,
4769,가자미카레튀김,튀김류,어패류,
4770,건새우호박채전,전류,채소류,
4771,들기름무채볶음,볶음류,채소류,
4772,소고기채소죽,죽류,육류,채소류
4773,시금치부침개,전류,채소류,
4774,닭불고기,구이류,육류,
4775,황태국,국탕류,어패류,
4776,삼치조림,조림류,어패류,
4777,데리야끼,소스류,육류,
4778,바나나팬케이크,빵과자류,과일류,
4779,황도D,소스류,과일류,
4780,퀘사디아,빵과자류,육류,
4781,쇠고기낙지볶음,볶음류,육류,
4782,단호박채소전,전류,채소류,
4783,돈육굴소스볶음,볶음류,육류,
4784,소라살죽,죽류,어패류,
4785,누룽지탕죽,죽류,곡류,
4786,매콤해물볶음,볶음류,어패류,
4787,꼬들단무지무침,무침류,채소류,
4788,단호박팥찜,찜류,채소류,
4789,두부미소된장국,국탕류,두류,
4790,(New)수제토마토청에이드,음료류,과일류,
4791,늙은호박전,전류,채소류,
4792,두부구이,구이류,두류,
4801,동그랑땡전,전류,육류,
4802,오리고추장볶음,볶음류,육류,
4803,고사리들깨볶음,볶음류,채소류,
4804,야채계란찜,찜류,난류,
4805,옥수수샐러드,샐러드류,채소류,
4806,팽이버섯국,국탕류,채소류,
4807,꽃상추겉절이,기미류,채소류,
4808,노가리고추조림,조림류,어패류,
4809,오징어브로컬리숙회,회류,어패류,채소류
4810,만가닥버섯불고기,구이류,육류,채소류
4811,비빔채소만두,만두류,육류,채소류
4812,훈제오리냉채,샐러드류,육류,
4813,우거지올갱이국,국탕류,채소류,
4814,햇고구마오븐구이,구이류,채소류,
4815,치즈프레즐,빵과자류,곡류,유제품류
4816,참치김치볶음,볶음류,어패류,
4817,낙지젓무침,무침류,어패류,
4818,치커리사과생채,샐러드류,과일류,채소류
4819,파프리카잡채,볶음류,채소류,곡류
4820,칠리베이비크랩,조림류,어패류,
4821,오징어굴소스볶음,볶음류,어패류,
4822,미니함박,구이류,육류,
4823,유산슬덮밥,덮밥국박류,육류,채소류
4824,피크닉,음료류,과일류,
4825,바지락쑥국,국탕류,어패류,
4826,잔멸치볶음,볶음류,어패류,
4827,팽이가쯔오장국,국탕류,채소류,
4828,견과류멸치볶음,볶음류,어패류,
4829,"쇠고기:국산,호주)",구이류,육류,
4830,야채계란말이,구이류,난류,
4831,미트볼조림,조림류,육류,
4832,양념갈비찜,찜류,육류,
4833,콘슬로우,샐러드류,곡류,
4834,순두부된장국,국탕류,두류,양념 및 장류
4835,쇠고기모둠장조림,조림류,육류,
4836,해초무침,무침류,해조류,
4837,생파김치,김치류,김치류,
4838,어묵볶음,볶음류,어패류,
4839,콘샐러드,샐러드류,채소류,
4840,물만두탕수,튀김류,육류,
4841,복숭아미역냉국,국탕류,해조류,
4842,어묵고추장볶음,볶음류,어패류,
4843,김말이튀김,튀김류,곡류,
4844,무초절임,무침류,채소류,
4845,청양마요소스,소스류,채소류,양념 및 장류
4846,채소라면,면류,곡류,채소류
4847,찐빵,빵과자류,곡류,
4848,새우살야채죽,죽류,어패류,
4849,유린기,튀김류,육류,
4850,차돌비빔국수,면류,육류,곡류
4851,고추장고구마순무침,무침류,채소류,
4852,브로콜리버섯볶음,볶음류,채소류,
4853,베리베리퐁당요플레,유제품류,과일류,유제품류
4854,누룽지탕,국탕류,곡류,
4855,호박반달나물,나물류,채소류,
4856,꽃게된장국,국탕류,어패류,
4857,계란김밥,밥류,난류,
4858,온모밀국수,면류,곡류,
4859,배추국,국탕류,채소류,
4860,쇠고기불고기,구이류,육류,
4861,건새우미역국,국탕류,해조류,
4862,갈치카레구이,구이류,어패류,
4863,데리마요,빵과자류,양념 및 장류,
4864,나초콥샐러드,샐러드류,채소류,
4865,(New)수제불고기버거,빵과자류,육류,
4866,수육,찜류,육류,
4867,얼큰감자국,국탕류,육류,
4868,옥수수맛탕,조림류,곡류,
4869,키위D,소스류,과일류,
4873,무채유자무침,무침류,과일류,채소류
4874,청경채새송이볶음,볶음류,채소류,
4875,미니케익,빵과자류,곡류,
4876,무쌈말이,무침류,채소류,
4877,토마토시금치달걀볶음,볶음류,채소류,난류
4878,숙주고기짬뽕,면류,육류,채소류
4879,유채나물,나물류,채소류,
4880,닭가슴살장조림,조림류,육류,
4881,브로컬리새우전,전류,어패류,
4882,해물땡굴소스볶음,볶음류,어패류,
4883,(New)하와이언치즈함박스테이크,구이류,육류,
4884,(New)파프리카계란전,전류,난류,
4885,두부&김치볶음,볶음류,두류,김치류
4886,명태코다리강정,튀김류,어패류,
4887,새송이버섯전,전류,채소류,
4888,꽃맛살샐러드,샐러드류,채소류,
4889,(New)수제고기깻잎전,전류,육류,
4890,매운사태조림,조림류,육류,
4891,만다린샐러드,샐러드류,채소류,
4892,미역줄기,해조류,해조류,
4893,애호박새우젓볶음,볶음류,채소류,
4894,호박전,전류,채소류,
4895,해물섞어찜,찜류,어패류,
4896,매콤호박볶음,볶음류,채소류,
4897,모듬버섯구이,구이류,채소류,
4898,소불고기,구이류,육류,
4899,돼지고기유자청볶음,볶음류,육류,
4900,새싹피자,빵과자류,채소류,
4901,후르츠탕수육,튀김류,육류,
4902,생과일플레인샐러드,샐러드류,채소류,
4903,북어채국,국탕류,어패류,
4904,스콘,빵과자류,곡류,
4905,매운주꾸미볶음,볶음류,어패류,
4906,도라지무침,무침류,채소류,
4907,조갯살미역국,국탕류,해조류,
4908,새송이너비아니구이,구이류,채소류,
4909,미소국,국탕류,양념 및 장류,
4910,참치모닝샌드,빵과자류,어패류,
4911,꼬지어묵우동,면류,어패류,
4912,돈육고구마강정,튀김류,육류,
4913,들깨수제비,국탕류,곡류,
4914,중국식볶음밥,비빔밥볶음밥류,채소류,
4915,베이컨맥모닝,빵과자류,육류,
4916,바나나와플,빵과자류,과일류,곡류
4917,후르츠산도,빵과자류,과일류,곡류
4918,그린빈베이컨볶음,볶음류,육류,
4919,버섯메밀전,전류,채소류,
4920,시금치죽,죽류,채소류,
4921,"양배추,케일",채소류,채소류,
4922,우렁쌈장,소스류,어패류,양념 및 장류
4923,봄새싹비빔밥,비빔밥볶음밥류,채소류,
4924,곤약야채무침,무침류,채소류,
4925,비엔나브로콜리볶음,볶음류,육류,
4926,(New)참치두부전,전류,어패류,
4927,콩샐러드,샐러드류,채소류,
4928,소세지피망볶음,볶음류,육류,
4929,카레라이스,비빔밥볶음밥류,양념 및 장류,
4930,쇠고기숙주규동덮밥,덮밥국밥류,육류,
4931,생깻잎지,나물류,채소류,
4932,시래기들개탕,국탕류,채소류,
4933,호박젓국찌개,찌개류,채소류,
4934,브로컬리꽃맛살샐러드,샐러드류,채소류,
4935,고들빼기무침,무침류,채소류,
4936,깻잎통닭,튀김류,육류,
4937,치킨소스,소스류,육류,
4938,꽁치감자조림,조림류,어패류,
4939,폭탄주먹밥,밥류,곡류,
4940,닭데리야끼구이,구이류,육류,
4941,치커리사과무침,무침류,채소류,과일류
4942,돼지고기장조림,조림류,육류,
4943,돈육씨앗강정,튀김류,육류,
4944,두유,음료류,두류,
4945,청양콩나물국,국탕류,채소류,
4946,New)요거닭,튀김류,육류,
4947,모듬소세지구이,구이류,육류,
4948,쭈꾸미삼겹살볶음,볶음류,육류,어패류
4949,펜네파스타샐러드,샐러드류,채소류,
4950,수떡수떡화채,과일류,과일류,곡류
4951,시금치흑임자샐러드,샐러드류,채소류,
4952,주꾸미채소볶음,볶음류,어패류,
4953,미니쫄우동,면류,곡류,
4954,맛살튀김,튀김류,어패류,
4955,해물수제비,국탕류,어패류,곡류
4956,야채비빔만두,만두류,채소류,
4957,느타리볶음,볶음류,채소류,
4958,버섯초무침,무침류,채소류,
4959,참나물생채무침,무침류,채소류,
4960,호박죽,죽류,채소류,
4961,비빔만두,만두류,육류,
4962,두부양념찜,찜류,두류,
4963,호박맑은국,국탕류,채소류,
4964,오이사과냉국,국탕류,채소류,과일류
4965,요거트소스,소스류,유제품류,
4966,브로컬리맛살볶음,볶음류,어패류,채소류
4967,떡볶이,떡류,곡류,양념 및 장류
4968,다시마채무초무침,무침류,해조류,
4969,참치새드,빵과자류,어패류,
4970,매운동태찜,찜류,어패류,
4971,쇠고기숙주볶음,볶음류,육류,
4972,하루나무침,무침류,채소류,
4973,흑임자죽,죽류,곡류,
4974,누룽지탕수육,튀김류,육류,
4975,머위순나물,나물류,채소류,
4976,딸기파이,빵과자류,과일류,곡류
4977,소갈비찜,찜류,육류,
4978,꼬들빼기김치,김치류,김치류,
4979,(New)교촌윙,튀김류,육류,
4980,닭가슴살냉채,샐러드류,육류,
4981,(New)꼬막비빔밥,비빔밥볶음밥류,어패류,곡류
4982,황태미역국,국탕류,해조류,
4983,매운감자조림,조림류,곡류,
4984,고추장찌개,찌개류,채소류,양념 및 장류
4985,경상도식소고기국,국탕류,육류,
4986,청경채만다린생채,무침류,채소류,
4987,작은밥,밥류,곡류,
4988,도토리묵냉국,국탕류,채소류,
4989,계란버섯장조림,조림류,난류,채소류
4990,(New)수제오미산적,구이류,육류,
4991,고사리들깨나물,나물류,채소류,
4992,찰떡떡갈비조림,조림류,육류,
4993,버섯구이,구이류,채소류,
4994,미역미소시루,해조류,해조류,
4995,햄맛살볶음,볶음류,육류,어패류
4996,꼬지어묵국,국탕류,어패류,
4997,매운콩나물국,국탕류,채소류,
4998,크레미계란말이,구이류,어패류,난류
4999,마늘쫑메추리알장조림,조림류,난류,채소류
5000,햄에그샌드,빵과자류,육류,난류
5001,양장피,무침류,육류,채소류
5002,치즈계란찜,찜류,난류,유제품류
5003,호박잎쌈,채소류,채소류,
5004,삼겹살마늘볶음밥,비빔밥볶음밥류,육류,곡류
5005,굴떡국,국탕류,어패류,곡류
5006,오징어돈육볶음,볶음류,육류,
5007,장각닭죽,죽류,육류,
5008,꽃빵튀김,튀김류,곡류,
5009,연유,소스류,유제품류,
5010,조각티라미수,빵과자류,곡류,
5011,김자반,해조류,해조류,
5012,돈삼겹보쌈,구이류,육류,
5013,비엔나곤약조림,조림류,육류,
5014,데미소스,소스류,양념 및 장류,
5015,청경채생채,나물류,채소류,
5016,치커리사과유자청무침,무침류,채소류,과일류
5017,맑은조개탕,국탕류,어패류,
5018,갈치구이,구이류,어패류,
5019,소고기매운무국,국탕류,육류,
5020,꼬치어묵국,국탕류,어패류,
5021,어묵꽈리볶음,볶음류,어패류,
5022,제육춘장볶음,볶음류,육류,
5023,버섯맑은국,국탕류,채소류,
5024,단호박샌드,빵과자류,채소류,
5025,세발나물,나물류,채소류,
5026,사과고구마그라탱,조림류,과일류,곡류
5027,호박부추전,전류,채소류,
5028,롤케익,빵과자류,곡류,
5029,사골떡국,국탕류,육류,
5030,콩나물제육볶음,구이류,육류,
5031,미나리초무침,무침류,채소류,
5032,계란파국,국탕류,난류,
5033,콩나물냉채,나물류,채소류,
5034,매실쥬스,음료류,과일류,
5035,쇠고기당면볶음,볶음류,육류,
5036,밀떡볶이,떡류,곡류,
5037,버섯비엔나조림,조림류,육류,채소류
5038,나가사키짬뽕국,국탕류,어패류,
5039,꿔바로우탕수육,튀김류,육류,
5040,시금치된장국,국탕류,채소류,
5041,새송이죽,죽류,채소류,
5042,탄두리치킨,튀김류,육류,
5043,등갈비김치말이,구이류,육류,김치류
5044,마늘쫑무침,무침류,채소류,
5045,꼬치어묵탕,국탕류,어패류,
5046,멕시칸샐러드,샐러드류,채소류,
5047,깨찰빵,빵과자류,곡류,
5048,소고기국,국탕류,육류,
5049,동태,찌개류,어패류,
5050,까르보나라떡볶이,떡류,곡류,유제품류
5051,돈육보쌈,구이류,육류,
5052,모듬양채쌈,나물류,채소류,
5053,(New)오징어순대,찜류,육류,어패류
5054,붕어빵,빵과자류,곡류,
5055,맛살겨자채,무침류,어패류,
5056,게살모닝샌드위치,빵과자류,어패류,
5057,미역오이냉국,국탕류,해조류,채소류
5058,새우완자탕,국탕류,해조류,
5059,냉모밀국수,면류,곡류,
5060,돈육버섯고추장덮밥,덮밥국밥류,육류,
5061,갈비통통만두,만두류,육류,
5062,당면채소무침,무침류,채소류,
5063,수제무말랭이무침,무침류,채소류,
5064,김치미나리전,전류,채소류,김치류
5065,돈육두루치기,구이류,육류,
5066,토마토샐러드,샐러드류,채소류,
5070,발사믹드레싱,소스류,양념 및 장류,
5071,쌈다시마초장,소스류,양념 및 장류,
5072,구운계란,구이류,난류,
5073,녹차호떡,빵과자류,곡류,
5074,치킨샌드,빵과자류,육류,
5075,쇠고기미역국,국탕류,해조류,
5076,청양된장찌개,찌개류,양념 및 장류,
5077,재첩국,국탕류,어패류,
5078,단호박영양밥,밥류,채소류,
5079,후라이드,튀김류,육류,
5080,강정소스,소스류,양념 및 장류,
5081,순대야채볶음,볶음류,육류,채소류
5082,양장피잡채,볶음류,육류,채소류
5083,만둣국,국탕류,육류,
5084,렌틸콩밥,밥류,곡류,
5085,살살치킨,튀김류,육류,
5086,삼색유자청무침,무침류,채소류,
5087,고기짬뽕국,국탕류,육류,
5088,스팸김치찌개,찌개류,육류,
5089,햄에그치즈토스트,빵과자류,육류,난류
5090,간장마늘치킨,튀김류,육류,
5091,쥐포무침,무침류,어패류,
5092,찹쌀호떡,빵과자류,곡류,
5093,매운돈갈비찜,찜류,육류,
5094,고등어자반찜,찜류,어패류,
