중식메뉴,샐러드류,양념 및 장류,나물류,소스류,두류,찜류,곡류,죽류,국탕류,볶음류,유제품류,김치류,밥류,묵류,만두류,견과류,비빔밥볶음밥류,음료류,회류,부침류,덥밥국밥류,빵과자류,채소류,면류,육류,난류,어패류,디저트류,무침류,찌개류,해조류,과일류,전류,조림류,튀김류,장아찌류,구이류,스프류,덮밥국밥류,떡류
"['맑은국', '치킨너겟', '마늘쫑무침', '봄나물비빔밥', '포기김치', '시저샐러드']",1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,4,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"['연두부', '쌀밥', '오꼬노미계란말이', '주꾸미볶음', '장', '우렁된장찌개', '포기김치', '잡곡밥']",0,2,0,1,1,1,2,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,1,0,0,0
"['안동찜닭', '참나물생채무침', '쌀밥', '고추장찌개', '포기김치', '모듬버섯볶음', '잡곡밥']",0,1,0,0,0,1,2,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"['배추깻잎', '오복지무침', '들깨시래기국', '쌈장', '쌀밥', '삼겹살수육&풋고추', '포기김치', '잡곡밥']",0,1,1,1,0,0,2,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"['치커리오이무침', '참치김치볶음', '감자채볶음', '쌀밥', '등갈비김치찜', '잡곡밥', '경상도식소고기국']",0,0,0,0,0,1,3,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"['부추무침', '고추튀김', '쌈장', '쌀밥', '오이&당근', '포기김치', '순대국밥', '잡곡밥', '살구복숭아주스']",0,1,0,1,0,0,2,0,0,0,0,2,2,0,0,0,0,1,0,0,0,0,4,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
"['미역국', '간장깻잎지', '쌀밥', '오리불고기', '포기김치', '백김치', '음료', '잡곡밥']",0,0,0,0,0,0,2,0,1,0,0,4,2,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0
"['후르츠탕수육', '두부양념조림', '쌀밥', '유채나물무침', '포기김치', '잡곡밥', '꽃게된장국']",0,0,0,0,1,0,2,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0
"['낙지비빔밥', '짜요짜요', '닭강정', '계란국', '셀프무쌈말이', '포기김치']",0,0,0,0,0,0,0,0,1,0,2,2,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0
"['배추겉절이', '쌀밥', '소고기브로컬리볶음', '영양부추생채', '두부김치국', '시금치부침개', '잡곡밥']",0,0,0,0,1,0,2,0,1,1,0,3,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"['고구마고로케', '오렌지자몽샐러드', '고기듬뿍카레라이스', '미니우동', '포기김치', '실곤약무침']",1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,3,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"['숙주나물', '아욱국', '참치야채샐러드', '쌀밥', '고구마치즈빵,오렌지', '포기김치', '치즈닭갈비', '잡곡밥']",1,0,1,0,0,0,2,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"['새우튀김', '청포도', '쌀밥', 'LA갈비구이', '열무김치', '홍초콩나물국', '참나물땅콩가루무침', '잡곡밥', '주꾸미세비체샐러드']",1,0,0,0,0,0,2,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,3,0,1,0,1,0,1,0,0,2,0,0,1,0,1,0,0,0
"['육전', '해물잡채', '쌀밥', '전복장각삼계탕', '포기김치', '얼갈이겉절이', '잡곡밥']",0,0,0,0,0,0,2,0,1,0,0,3,2,0,0,0,0,0,0,0,0,0,1,1,2,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0
"['소고기당면국', '연어스테이크', '바질페스토스파게티', '비트무피클', '머위된장무침', '쌀밥', '포기김치', '잡곡밥']",0,0,0,0,0,0,3,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,3,1,1,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0
"['우엉불고기', '야채계란말이', '카프레제샐러드', '황태국', '쌀밥', '포기김치', '오이사과생채', '잡곡밥']",1,0,0,0,0,0,2,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,2,0,1,1,1,0,1,0,0,1,0,0,0,0,2,0,0,0
"['우렁쌈장', '멸치국수', '깍두기', '꼬막미나리초무침', '오향장육', '쌀밥', '식혜', '베리베리샐러드', '잡곡밥', '양배추,케일']",1,1,0,1,0,0,3,0,0,0,0,2,2,0,0,0,0,1,0,0,0,0,4,1,1,0,3,0,1,0,0,0,0,0,0,0,1,0,0,0
"['황태포무침', '춘천닭갈비', '단호박견과류구이', '배추겉절이', '쌀밥', '오미자주스', '나주곰탕', '가지나물무침', '잡곡밥']",0,0,0,0,0,0,2,0,1,0,0,2,2,0,0,0,0,1,0,0,0,0,2,0,2,0,1,0,2,0,0,1,0,0,0,0,2,0,0,0
"['고구마치즈돈까스', '새우완자탕', '쌀밥', '두릅새송이초무침', '해물볶음우동', '연어훈제샐러드', '자몽에이드', '알타리김치', '잡곡밥']",1,0,0,0,0,0,2,0,1,0,0,2,2,0,0,0,0,1,0,0,0,0,2,1,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0
"['요거트드링킹', '문어오이미역초무침', '카레닭볶음', '대구지리탕', '그린샐러드', '쌀밥', '포기김치', '모듬소세지버섯구이', '잡곡밥']",1,0,0,0,0,0,2,0,1,1,2,2,2,0,0,0,0,0,0,0,0,0,2,0,2,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
"['홍삼,크란치바', '수원왕갈비', '쌀밥', '브로콜리새송이메추리알조림', '열무김치', '양파호박채나물', '육개장', '잡곡밥']",0,0,1,0,0,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,2,0,2,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
"['이벤트행사', '잔반없는날', '배추겉절이', '약고추장', '깻잎전', '황태채마늘쫑무침', '건강비빔밥', '제첩두부국']",0,1,0,1,1,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,2,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0
"['쌀국수(숙주들어감)', '칠리드레질', '춘권튀김', '새우날치알볶음밥', '배추김치', '오이무초무침', '망고,복숭아아이스티', '소스', '장어구이']",0,2,0,2,0,0,1,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,2,1,1,0,2,0,1,0,0,1,0,0,1,0,1,0,0,0
"['청,적포도,오렌지주스', '곰취,명이나물-장아찌', '버섯들깨국', '콩나물부추무침', '배추김치', '삼겹살더덕고추장구이', '쌀밥', '잡곡밥']",0,0,0,0,0,0,2,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
"['쫄면야채무침', '왕갈비탕', '해물전', '꼬시래기무초무침', '석박지', '쌀밥', '고추가루:중국산)', '잡곡밥', '황도샐러드,포도주스']",0,0,0,0,0,0,3,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0
"['양배추채무침', '과일,프로바이오틱', '쌀밥', '견과류연근조림', '소스', '포기김치', '냉메밀소바', '잡곡밥', '히레카츠']",0,1,0,1,0,0,3,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
"['크레미계란말이', '치커리유자샐러드,알로에주스', '깍두기', '통오이고추무침', '쌀밥', '고추가루:중국산)', '해물섞어찜', '잡곡밥', '아욱수제비국']",0,0,0,0,0,1,3,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,1,0,0,0,0,0,0,0,1,0,0,0
"['돈육김치찌개', '사과,마시는요거트', '냉족발야채무침', '두부참치조림', '새송이*가지구이', '쌀밥', '양념', '백김치', '잡곡밥']",0,1,0,1,1,0,2,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0
"['양념장', '열무물국수', '쌀밥', '오징어링,새우튀김', '포기김치', '소갈비찜', '꽃맛살과일샐러드', '호박숙', '잡곡밥']",1,1,0,1,0,1,3,1,0,0,0,3,2,0,0,0,0,0,0,0,0,0,2,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"['닭개장', '골뱅이야채무침', '감자채볶음', '떡갈비', '쌀밥', '인절미츄러스맛탕,배즙', '포기김치', '잡곡밥']",0,0,0,0,0,0,3,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0
"['야채스틱', '고추장누들떡볶이', '양파초절임', '견과쌈장', '바싹불고기', '파인애플,요플레', '소고기콩나물밥', '양념', '들깨미역국', '포기김치']",0,1,0,2,0,0,2,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,3,0,2,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1
"['해초샐러드,사과즙', '꽈리고추찹쌀무침', '생선까스', '타르', '블랙페퍼쉬림프', '쌀밥', '포기김치', '유부주머니된장국', '잡곡밥']",0,1,0,1,1,0,2,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,1,1,0,0,0,0,0
"['시금치프리타타', '쌈장', '쌀밥', '모듬쌈', '제육볶음', '연두부탕', '포기김치', '잡곡밥']",0,1,0,1,1,0,2,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"['도토리묵무침', '들깨수제비', '명엽채볶음', '쌀밥', '포기김치', '닭볶음탕', '잡곡밥']",0,0,0,0,0,0,3,0,2,1,0,2,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"['후르츠탕수육', '비빔메밀면', '견과류멸치볶음', '닭살카레라이스', '미역미소시루', '포기김치']",0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,1,2,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0
"['청경채만다린생채', '쌀밥', '주꾸미볶음', '포기김치', '차돌된장찌개', '두부스테이크', '잡곡밥']",0,0,0,0,1,0,2,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0
"['맑은국', '땅콩조림', '어묵볶음', '소불고기덮밥', '배추겉절이', '야채비빔만두']",0,0,0,0,1,0,0,0,1,1,0,2,0,0,1,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
"['쫑상추무침', '연두부', '매콤콩나물국', '쌀밥', '장', '포기김치', '짬뽕불고기', '잡곡밥']",0,1,0,1,1,1,2,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"['청경채겉절이', '고추잡채', '쌀밥', '시래기국', '꽃빵', '동그랑땡구이', '포기김치', '잡곡밥']",0,0,0,0,0,0,3,0,1,0,0,3,2,0,0,0,0,0,0,0,0,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"['쨔샤이무침', '꽁치한마리구이', '무채국', '열무김치', '만두탕수육', '곤드레밥', '양념장']",0,1,0,1,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,3,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0
"['오징어볶음', '깍두기', '간장깻잎지', '쌀밥', '옥수수계란찜', '콩비지찌개', '잡곡밥']",0,0,0,0,1,1,3,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
"['마파두부덮밥', '오이지무침', '배추겉절이', '두릅소고기샐러드', '레몬유린기', '유부장국']",1,1,0,0,2,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
"['소고기미역국', '콩나물잡채', '쌀밥', '셀프무쌈말이', '닭갈비', '포기김치', '잡곡밥']",0,0,0,0,0,0,2,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
"['돈육고추장볶음', '모듬야채쌈', '쌀밥', '포기김치', '된장찌개', '사각어묵무침', '잡곡밥']",0,1,1,0,0,0,2,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
"['매실짱아찌', '가쯔오장국', '깐풍육', '열무보리비빔밥', '포기김치', '시저샐러드', '강된장']",1,1,0,0,0,0,1,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0
"['비름나물', '녹두전', '쌀밥', '포기김치', '육개장', '잡곡밥', '소고기장조림']",0,0,1,0,0,0,3,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
"['야채고로케', '깍두기', '해물부추전', '냉모밀국수', '수박', '베이컨김치볶음밥']",0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,2,1,0,1,0,0,0,0,0
"['해물동그랑땡', '대구탕', '오삼불고기', '오이무침', '요구르트', '쌀밥', '포기김치', '잡곡밥']",0,0,0,0,0,0,2,0,1,0,2,2,2,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,1,0,0,0,1,0,0,0,1,0,0,0
"['두부구이', '양념장', '미역줄기볶음', '시금치된장국', '쌀밥', '포기김치', '닭볶음탕', '잡곡밥']",0,1,0,1,1,0,2,0,2,1,0,2,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"['나물비빔밥', '치킨핑거', '깻잎순무침', '요구르트', '오이사과냉국', '맛살떡샐러드', '포기김치']",1,0,0,0,0,0,1,0,1,0,2,2,0,0,0,0,1,0,0,0,0,0,4,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
"['도라지오이무침', '토마토프리타타', '굴비구이', '배추겉절이', '쌀밥', '매운소고기국', '잡곡밥']",0,0,0,0,0,0,2,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0
"['모듬어묵볶음', '팽이무국', '양파링카레튀김', '요구르트', '돈육버섯고추장덮밥', '참나물생채', '포기김치']",0,0,0,0,0,0,0,0,1,1,2,2,0,0,0,0,0,0,0,0,0,0,3,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
"['메밀전병', '매운돈갈비찜', '고구마순볶음', '냉모밀국수', '쌀밥', '간장', '딸기요거트', '포기김치', '양상추샐러드', '잡곡밥']",1,1,0,2,0,1,4,0,0,1,1,2,2,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"['오리엔탈', '어묵잡채', '배추겉절이', '쌀밥', '대파육개장', '콩자반', '양상추샐러드', '잡곡밥', '홍어미나리초무침']",1,1,1,1,0,0,3,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,2,1,1,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0
"['쫄면야채무침', '카레라이스', '과일요거트샐러드', '요구르트', '동태알탕', '간장', '부추고추전', '포기김치']",1,2,0,1,0,0,1,0,1,0,2,2,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
"['매운소고기무국', '춘천닭갈비', '쌀밥', '흑임자드레싱', '포기김치', '옥수수계란찜', '양상추샐러드', '잡곡밥', '감자채파프리카볶음']",1,0,0,1,0,1,5,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"['핫도그', '양배추숙쌈&쌈장', '물만두국', '그린샐러드*오렌지드레싱', '쌀밥', '콩나물맛살냉채', '오리불고기', '포기김치', '잡곡밥']",1,0,0,0,0,0,2,0,1,0,0,2,2,0,0,0,0,0,0,0,0,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"['채소스틱&쌈장', '매실음료', '통들깨부추무침', '석박지', '쌀밥', '한방설렁탕', '콩자반', '오징어초무침', '잡곡밥']",0,0,1,0,0,0,3,0,1,0,0,2,2,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0
"['시저드레싱', '건새우호박채전', '시금치된장국', '쌀밥', '도라지오이초무침', '포기김치', '닭볶음탕', '시저샐러드', '잡곡밥']",1,1,0,1,0,0,2,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"['쌈채소&쌈장', '돈육고추장볶음', '무채와사비무침', '마카로니샐러드', '쌀밥', '맑은콩나물국', '콩자반', '포기김치', '양상추샐러드', '잡곡밥']",2,0,1,0,0,0,4,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"['마파두부덮밥', '만두찜', '요거트D', '간장', '레몬유린기', '미역미소시루', '포기김치', '양상추샐러드', '숙주미나리무침']",1,2,0,2,1,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,2,0,2,0,0,0,1,0,2,0,0,0,1,0,0,0,1,0
"['두부커틀렛', '쭈꾸미삼겹고추장볶음', '비타민흑임자샐러드', '쫑상추무침', '건새우무채국', '쌀밥', '칠리', '흑임자D', '포기김치', '잡곡밥']",1,1,0,2,1,0,2,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,3,0,1,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0
"['양념간장', '치커리만다린샐러드', '열기어구이', '약고추장', '비빔밥', '콩가루배춧국', '도토리묵', '포기김치', '무말랭이무침', '오렌지D']",1,2,0,3,0,0,1,0,1,0,0,2,0,1,0,0,1,0,0,0,0,0,5,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0
"['해물잡채', '망고D', '배추겉절이', '쌀밥', '장각삼계탕', '아삭고추쌈장무침', '양상추샐러드', '잡곡밥', '가지찜']",1,0,0,1,0,1,2,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,3,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
"['수제돈가스', '석박지', '쌀밥', '깍둑오이초무침', '소스', '사우전D', '잡곡밥', '양배추샐러드', '김치우동', '호박새우젓볶음']",1,1,0,2,0,0,3,0,0,1,0,3,2,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"['두부맛전', '찰현미밥', '망고D', '호박맑은국', '쌀밥', '돈육김치볶음', '모둠채소무침', '흑미밥', '포기김치', '양상추샐러드']",1,0,0,1,1,0,3,0,1,1,0,2,3,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0
"['꽃맛살샐러드', '치자밥', '닭개장', '찰현미밥', '쌀밥', '그린샐러드*키위D', '양장피', '초장', '타래과', '포기김치', '브로콜리숙회']",1,1,0,1,0,0,3,0,0,0,0,2,3,0,0,0,0,0,1,0,0,0,3,0,2,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0
"['오이소배기', '오리엔탈D', '고등어카레구이', '찰현미밥', '매운콩나물무침', '쌀밥', '오리불고기', '흑미밥', '로스트치킨샐러드', '아욱국']",1,1,0,1,0,0,3,0,1,0,0,2,3,0,0,0,0,0,0,0,0,0,3,0,1,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0
"['소고기미역국', '콘슬로우', '치킨소스', '김치전', '새싹샐러드', '오렌지D', '찰현미밥', '병아리콩밥', '쌀밥', '포기김치', '치킨무', '깻잎통닭']",2,0,0,2,0,0,4,0,1,0,0,3,3,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0
"['열무나물', '만가닥버섯불고기', '찰현미밥', '쌀밥', '실곤약냉채', '해물수제비국', '흑미밥', '포기김치', '양배추샐러드', '요플레D']",2,1,1,1,0,0,3,0,1,0,0,3,3,0,0,0,0,0,0,0,0,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"['안동찜닭', '찰현미밥', '토마토스크램블', '얼갈이나물', '쌀밥', '황태미역국', '흑미밥', '포기김치', '양상추샐러드', '유자청D']",1,0,0,1,0,1,3,0,1,0,0,2,3,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0
"['목살스테이크', '발사믹D', '꽈리고추감자조림', '토마토샐러드', '찰현미밥', '기장밥', '쌀밥', '가자미엿장구이', '포기김치', '호박된장찌개']",1,2,0,1,0,0,3,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,3,0,1,0,1,0,0,1,0,0,0,1,0,0,2,0,0,0
"['보쌈김치', '우거지국', '부추무침', '참깨D', '풋고추', '찰현미밥', '쌈장', '그린샐러드', '모둠쌈', '쌀밥', '마늘*새우젓', '수박화채', '삼겹살수육', '흑미밥']",1,1,1,2,0,1,4,0,1,0,0,2,3,0,0,0,0,0,0,0,0,0,6,0,2,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0
"['낙지비빔밥', '계란후라이', '팽이장국', '그린샐러드', '브로콜리깨소스무침', '매실D', '포기김치', '후라이드', '강정소스', '미나리초무침']",1,1,0,2,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,4,0,1,1,1,0,2,0,0,1,0,0,1,0,1,0,0,0
"['어묵고추장떡', '찰현미밥', '쌀밥', '짜글이돼지찌개', '새우까스', '마늘종숙회', '흑미밥', '소스', '포기김치', '딸기요거트D', '양배추샐러드']",1,1,0,2,0,0,3,0,0,0,1,2,3,0,0,0,0,0,1,0,0,0,2,0,1,0,2,0,0,1,0,0,0,0,1,0,0,0,0,1
"['열무나물', '오리대패불고기', '골뱅이채소무침', '찰현미밥', '김치두부국', '쌀밥', '흑미밥', '포기김치', '사우전D', '양상추샐러드']",1,0,1,1,1,0,3,0,1,0,0,4,3,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
"['냉이된장국', '삼색콜리', '수수밥', '돈갈비찜', '찰현미밥', '초간장', '견과류샐러드', '오징어튀김', '쌀밥', '초고추장', '포기김치', '땅콩D']",1,1,0,3,0,1,4,0,1,0,0,2,3,0,0,0,0,0,0,0,0,0,5,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"['눈꽃치즈샐러드', '오리엔탈D', '장어강정', '꽈리고추메추리알조림', '찰현미밥', '배추겉절이', '쌀밥', '맑은콩나물국', '흑미밥', '오이양파무침', '탱크보이']",1,1,0,1,0,0,3,0,1,0,0,2,3,0,0,0,0,0,0,0,0,0,3,0,0,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0
"['건새우아욱국', '발사믹D', '찰현미밥', '검정콩밥', '쌀밥', '파프리카해초무침', '분홍소시지전', '쭈삼불고기', '새송이전', '포기김치', '찐옥수수', '콜리샐러드']",1,1,0,1,0,1,4,0,1,0,0,2,3,0,0,0,0,0,0,0,0,0,3,0,2,0,2,0,1,0,1,0,2,0,0,0,1,0,0,0
"['아귀순살찜', '찰현미밥', '얼갈이된장국', '쌀밥', '닭다리바베큐오븐구이', '흑미밥', '포기김치', '유부채소겨자냉채', '시리얼샐러드', '요플레D']",1,1,0,1,0,1,3,0,1,0,0,2,3,0,0,0,0,0,0,0,0,0,3,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
"['근대나물', '생선까스&소스', '뼈없는감자탕', '해파리무침', '찰현미밥', '파인애플D', '쌀밥', '흑미밥', '포기김치', '양상추샐러드']",1,0,0,1,0,0,3,0,1,0,0,2,3,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0
"['푸실리파스타샐러드', '렌틸콩밥', '양배추', '매운쇠고기버섯볶음', '케일숙쌈*양념간장', '더덕무침', '찰현미밥', '쌀밥', '포기김치', '떡국', '수떡수떡화채']",1,0,0,0,0,0,5,0,1,1,0,2,3,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0
"['청경채깨장나물', '오리엔탈D', '오징어볶음&소면사리', '타꼬야끼', '찰현미밥', '북어채국', '그린샐러드', '쌀밥', '열무김치', '흑미밥']",1,1,1,1,0,0,3,0,1,0,0,2,3,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0
"['차조밥', '부들어묵볶음', '밀감D', '황도샐러드', '찰현미밥', '쌀밥', '포기김치', '바베큐폭립', '유부장국', '참나물두부무침']",1,0,0,1,1,0,3,0,1,1,0,2,3,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0
"['부추와사비무침', '브로콜리버섯볶음', '찰현미밥', '사과푸딩샐러드', '쌀밥', '흑미밥', '동태탕', '포기김치', '요플레D', '살살치킨&칠리소스']",1,1,0,1,0,0,3,0,1,1,0,2,3,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"['양념장', '보리밥', '단호박', '찰현미밥', '쌀밥', '토마토살사소스', '포기김치', '김말이튀김', '나쵸콥샐러드', '치즈닭갈비', '부대찌개', '상추무침']",1,1,0,2,0,0,4,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0
"['참깨D', '매콤해물볶음', '맑은버섯육개장', '깍두기', '찰현미밥', '그린샐러드', '쌀밥', '채소계란말이', '고구마순무침', '흑미밥']",1,0,0,1,0,0,4,0,0,1,0,2,3,0,0,0,0,0,0,0,0,0,3,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0
"['츄러스', '찰현미밥', '검은깨올방개묵무침', '쌀밥', '마카로니콘샐러드', '오리불고기', '흑미밥', '포기김치', '순남시래기국', '갈릭버섯탕수']",1,0,0,0,0,0,4,0,1,0,0,2,3,0,0,0,0,0,0,0,0,1,4,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
"['참깨D', '고추지무침', '찰현미밥', '요구르트', '오향장육', '쌀밥', '모둠쌈', '어묵국', '씨앗쌈장', '김치볶음', '흑미밥', '크루통샐러드']",1,0,1,2,0,0,4,0,1,1,2,1,3,0,0,0,0,0,0,0,0,0,4,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
"['더덕오이생채', '찰현미밥', '쌀밥', '바지락미역국', '버섯메추리알장조림', '흑미밥', '포기김치', '매실D', '양상추샐러드', '콩나물두루치기']",1,0,0,1,0,0,3,0,1,0,0,2,3,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,1,0,1,1,0,1,0,0,1,0,0,0
